"Timestamp","Año de nacimiento","Género","¿Cuántos hermanos tienes?","Orden de nacimiento","Durante la mayor parte de tu infancia, ¿cuál era la situación de tu familia?","¿A qué edad tuvo tu MADRE su primer hijo/a?","¿A qué edad tuvo tu PADRE su primer hijo/a?","¿Cuál es el nivel de estudios máximo obtenido por tu madre?","¿Cuál es el nivel de estudios máximo obtenido por tu padre?","¿Qué tipo de educación recibió tu madre?","¿Qué tipo de educación recibió tu padre?","¿Cuál era la profesion principal de tu madre?","¿Cuál era la profesion principal de tu padre?","¿Cuántas personas trabajaban en tu hogar a tiempo completo?","¿Cuántas personas trabajaban en tu hogar a tiempo parcial?","¿En qué categoría clasificarías la situación económica de tu familia durante tu infancia?","¿Cuál era la situación de tu familia en cuanto a vivienda?","Indica el código postal (o códigos postales) de tu casa durante tu infancia.","¿A qué edad empezaste a trabajar?","¿Has terminado de estudiar?","Si has terminado de estudiar, ¿cuál es tu grado máximo de estudios?","Si no has terminado de estudiar, ¿qué tipo de estudios estás cursando ahora mismo?","¿Has cursado otras modalidades de bachillerato?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio público?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio concertado religioso?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio concertado laico?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio privado religioso?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio privado laico?","Durante tu educación primaria y secundaria, ¿recibiste alguna de las siguientes?","¿Practicabas algún deporte de manera extraescolar?","¿Has hecho selectividad?","Si hiciste la selectividad en 2009 o antes, ¿cuál fue tu nota?","Si hiciste la selectividade en 2010 o en adelante, ¿cuál fue tu nota?","Si accediste a la universidad, ¿a qué titulación?","¿Accediste a la universidad el primer año que solicitaste?","Si no accediste a la primera, ¿cuántas veces solicitaste la entrada?","¿Fue tu primera opción?","Si no fue tu primera opción, ¿cuál fue?"
"2019/01/18 8:37:34 PM GMT+1","1959","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","25","27","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Tapicera","Marquetista","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Alquiler","08028","15","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","0","10","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/01/18 8:39:23 PM GMT+1","1957","Hombre","2","El primer","Padres conviviendo como pareja, casados o pareja de hecho.","22","23","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Peluquera","Electricista","1","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08820","16","Sí","Bachillerato o Curso de Orientación Universitaria (COU)","","No","6","4","0","4","0","Clases de refuerzo","Si","Sí","6 - 6,5","","","","","","No accedí a la universidad"
"2019/01/18 8:39:39 PM GMT+1","1982","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","25","25","Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Encofrador","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08830","18","Sí","Ciclo formativo de grado superior (FP)","","No","10","0","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","No","No","","","","","","","No accedí a la universidad"
"2019/01/18 8:41:30 PM GMT+1","1980","Mujer","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","3","30","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","No lo sé","No lo sé","Ama de casa ","Tornero ","1","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08923","14","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","2","0","0","0","0","Ninguna","No","No","","","","","","","No accedí a la universidad"
"2019/01/18 8:42:06 PM GMT+1","1991","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","31","37","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Bachillerato o Curso de Orientación Universitaria (COU)","Pública","Pública","Administrativa ","Administrativo","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08290","17","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","2","12","0","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","No lo recuerdo","5 - 5,5","Pedagogía","Sí","","No","Tercera"
"2019/01/18 8:44:27 PM GMT+1","1985","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","27","34","Ciclo formativo de grado medio (FP)","Diplomatura o ingeniería técnica","Pública","Pública","Empresaria","Empresario","2","0","Nos podíamos permitir todavía más lujos (múltiples vacaciones anuales, varios coches).","Propiedad","08290","18","Sí","Máster Universitario","","No","2","0","10","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.);Logopedia o Psicopedagogía","Si","No","","","","","","","No accedí a la universidad"
"2019/01/18 8:46:32 PM GMT+1","1972","Mujer","2","1","Padres conviviendo como pareja, casados o pareja de hecho.","19","21","Ciclo formativo de grado medio (FP)","Ciclo formativo de grado medio (FP)","Concertada religiosa","Privada religiosa","Administrativa","Jardinero","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","28042","26","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","4","8","0","0","0","Clases de refuerzo","Si","Sí","5 - 5,5","","Derecho ","Sí","","No","Tercera"
"2019/01/18 8:47:13 PM GMT+1","1975","Mujer","3","3","Padres conviviendo como pareja, casados o pareja de hecho.","27","28","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","No lo sé","No lo sé","Ama de casa","Campo","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08849","17","Sí","Ciclo formativo de grado medio (FP)","","No","12","0","0","0","0","Ninguna","No","No","","","","","","","No accedí a la universidad"
"2019/01/18 8:48:18 PM GMT+1","1967","Hombre","2","2","Padres conviviendo como pareja, casados o pareja de hecho.","28","36","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Concertada religiosa","Ama de casa","Carpintero","1","1","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08922","20","Sí","Ciclo formativo de grado superior (FP)","","No","8","0","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/01/18 8:50:17 PM GMT+1","1994","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","30","28","Grado universitario, licenciatura o ingeniería superior","Máster universitario","Concertada religiosa","Concertada laica","Profesora","Médico","1","1","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08921","16","No","Grado universitario,  licenciatura o ingeniería técnica","Máster Universitario","No","0","10","2","0","0","Ninguna","Si","Sí","","11,5 - 12","Arquitectura","Sí","","Sí",""
"2019/01/18 8:51:40 PM GMT+1","1998","Mujer","1","Yo soy la pequeña","Padres divorciados y uno de los dos con otra pareja.","32","32","Educación Primaria o Educación General Básica (EGB)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Pública","Concertada religiosa","Dependienta/limpiadora","Loutier y dependiente","1","1","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08290","18","No","","Grado universitario","No","7","0","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","","10 - 10,5","Educacion infantil","Sí","","Sí",""
"2019/01/18 8:51:56 PM GMT+1","1992","Hombre","1","1","Padres divorciados o separados viviendo por separado sin pareja.","17","19","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Albañil","1","2","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","45200","18","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","10","12","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","","7,5 - 8","CTA ","Sí","","No","Segunda"
"2019/01/18 8:51:58 PM GMT+1","1981","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","25","30","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Concertada religiosa","Costurera","Empresario","0","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08027","18","Sí","Ciclo formativo de grado superior (FP)","","No","0","8","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/01/18 8:53:36 PM GMT+1","1982","Hombre","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","20","22","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","bodeguero","1","1","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08830","16","Sí","Educación Primaria o Educación General Básica (EGB)","","No","8","0","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/01/18 8:55:16 PM GMT+1","1984","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","26","31","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Bachillerato o Curso de Orientación Universitaria (COU)","Pública","Concertada religiosa","Peluquera","banca","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad de protección oficial","08290","20","No","","Grado universitario","No","0","12","0","0","0","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/01/18 8:55:45 PM GMT+1","1992","Mujer","1","Yo, mi hermano","Padres divorciados y uno de los dos con otra pareja.","30","28","Bachillerato o Curso de Orientación Universitaria (COU)","Bachillerato o Curso de Orientación Universitaria (COU)","Concertada religiosa","No lo sé","Pensionista","Dependiente de tienda","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08922","21","No","","Doctorado","No","0","0","12","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","","11,5 - 12","Veterinaria","Sí","","Sí",""
"2019/01/18 8:58:14 PM GMT+1","1974","Mujer","3","4","Padres conviviendo como pareja, casados o pareja de hecho.","22","26","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Muchaa","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08921","21","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","10","0","0","0","0","Ninguna","No","No","","","","","","","No accedí a la universidad"
"2019/01/18 8:58:15 PM GMT+1","1988","Mujer","0","1","Padres divorciados o separados viviendo por separado sin pareja.","29","27","Ciclo formativo de grado medio (FP)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Trabajaba en una casa de interina","Ninguna","1","Ninguna","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Alquiler","08820","17","Sí","Ciclo formativo de grado medio (FP)","","No","5","0","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/01/18 8:58:29 PM GMT+1","1980","Mujer","2","3","Padre o madre viudo/a, sin pareja.","22","29","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Portera","Soldador","0","1","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08830","25","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","12","0","0","0","0","Ninguna","No","Sí","6 - 6,5","","Psicología","Sí","","Sí",""
"2019/01/18 9:00:05 PM GMT+1","1969","Mujer","3","2","Padres conviviendo como pareja, casados o pareja de hecho.","21","26","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Chacinero","2","1","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08290","18","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","1","1","0","1","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/01/18 9:04:35 PM GMT+1","1968","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","31","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Especialista cadena de montaje automovil","1","1","Teníamos dificultades para cubrir nuestras necesidades básicas (vivienda, alimentación, etc.).","Propiedad","08921","18","Sí","Ciclo formativo de grado superior (FP)","","No","3","0","0","0","0","Ninguna","No","No","","","","","","","No accedí a la universidad"
"2019/01/18 9:06:43 PM GMT+1","1969","Mujer","Uno","Primera","Padres conviviendo como pareja, casados o pareja de hecho.","26","30","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Marmolista","Una","Dos","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad de protección oficial","Badalona","20","Sí","Ciclo formativo de grado medio (FP)","","No","12","0","0","0","0","Ninguna","No","No","","","","","","","No accedí a la universidad"
"2019/01/18 9:10:15 PM GMT+1","1999","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","23","23","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","ama de casa","transporte","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","-","17","No","","Grado universitario","No","12","0","0","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","","9,5 - 10","enfermeria","Sí","","No","Tercera"
"2019/01/18 9:10:52 PM GMT+1","1966","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","23","23","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","ama de casa","mecanico","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08922","18","Sí","Ciclo formativo de grado superior (FP)","","No","12","0","0","0","0","Ninguna","No","Sí","5,5 - 6","","","No","ninguna","No","No accedí a la universidad"
"2019/01/18 9:12:40 PM GMT+1","1984","Mujer","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","23","27","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Sector servicios,cocinera","Soldador","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","43764","15","Sí","Máster Universitario","","No","8","0","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","No","Sí","5,5 - 6","","Trabajo social","Sí","","Sí",""
"2019/01/18 9:12:42 PM GMT+1","1991","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","30","34","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Administrativa","Recepcionista","2","1","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08290","24","No","","Grado universitario","No","12","0","0","0","0","Clases de refuerzo","Si","No","","","Psicología","Sí","","Sí",""
"2019/01/18 9:15:37 PM GMT+1","1982","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","25","32","Grado universitario, licenciatura o ingeniería superior","Bachillerato o Curso de Orientación Universitaria (COU)","No lo sé","No lo sé","Administrativa","Administrativo","1","1","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08013","23","Sí","Máster Universitario","","No","0","2","12","0","0","Clases de refuerzo;Logopedia o Psicopedagogía","Si","Sí","6 - 6,5","","Graduado multimedia","Sí","","Sí",""
